article group;article group name;item number;article description;supplier;supplier's item number;EAN number 1;EAN number 2;EAN number 3;EAN number 4;EAN number 5;EAN number 6;retail price;availability (tendency);mark new prices;price changes;deleted items;kits;partner programme
BEE;Sports optics & accessories;883211;BUSHNELL Perma Focus 12x50;Bushnell;175012;0029757175021;;;;;;86.35;available;;;;0;
BEE;Sports optics & accessories;887243;Vanguard Spirit ED  8x36;Vanguard;SPIRIT ED 8360;4719856232638;;;;;;141.63;awaiting;;;;0;
BEE;Sports optics & accessories;887250;Vanguard Spirit ED  8x42;Vanguard;SPIRIT ED 8420;4719856232645;;;;;;163.05;awaiting;;;;0;
BEE;Sports optics & accessories;887264;Vanguard Spirit ED 10x42;Vanguard;SPIRIT ED 10X42;4719856232652;;;;;;172.00;awaiting;;;;0;
BEE;Sports optics & accessories;890610;Bresser Hunter 16x50;Bresser;1151650;4007922141473;;;;;;31.45;available;;;;0;
BEE;Sports optics & accessories;890617;Bresser Hunter 20x50;Bresser;1152050;4007922001302;;;;;;34.66;available;;;;0;
BEE;Sports optics & accessories;890631;Bresser Spektar 10x60 Porro;Bresser;8910130;4007922007229;;;;;;61.76;available;;;;0;
BEE;Sports optics & accessories;890638;Bresser Spektar 12x60 Porro;Bresser;8910140;4007922006499;;;;;;66.18;available;;;;0;
BEE;Sports optics & accessories;890645;National Geographic  8x42;National Geographic;9076200;4007922014784;;;;;;62.39;available;;;;0;
BEE;Sports optics & accessories;890652;National Geographic  8x42 WP;National Geographic;9076000;4007922000596;;;;;;87.61;available;;;;0;
BEE;Sports optics & accessories;890659;National Geographic 10x42 WP;National Geographic;9076100;4007922007472;;;;;;93.91;available;;;;0;
BEE;Sports optics & accessories;892920;Canon Antibeschlagokular AE-B1;Canon;4645A001;4960999302171;;;;;;66.19;awaiting;;;;0;
BEE;Sports optics & accessories;898394;Braun Compagno  8x34 WP;Braun Phototechnik;20002;4000567200024;;;;;;49.12;awaiting;;;;0;
BEE;Sports optics & accessories;898401;Braun Compagno 10x34 WP;Braun Phototechnik;20003;4000567200031;;;;;;78.28;available;;;;0;
BEE;Sports optics & accessories;898408;Braun Compagno  8x42 WP;Braun Phototechnik;20004;4000567200048;;;;;;95.59;available;;;;0;
BEE;Sports optics & accessories;898415;Braun Compagno 10x42 WP;Braun Phototechnik;20005;4000567200055;;;;;;98.33;available;;;;0;
BEG;Copy stands & accessories;100478;Novoflex Magic Studio Repro Stand;Novoflex;MS-REPRO;4030432450056;;;;;;126.72;awaiting;;;;0;
BEG;Copy stands & accessories;100485;Novoflex MS Reproset;Novoflex;MS-REPROSET;4030432450230;;;;;;175.71;onorder;;;;0;
BEG;Copy stands & accessories;100499;Novoflex 2x Repro-Lightning Kit;Novoflex;MS-REPRO-LIGHT;4030432450254;;;;;;283.01;onorder;;;;0;
BEG;Copy stands & accessories;123716;Kaiser Repro-Lighting RB 5004 + High Frequency Lighting Unit5558;Kaiser;5558;4001072055581;;;;;;625.00;onorder;;;;0;
BEG;Copy stands & accessories;151590;Kaiser Copy Stand   RS 2 XA 5411;Kaiser;5411;4001072054119;;;;;;159.00;available;;;;0;
BEG;Copy stands & accessories;377809;Novoflex flexible arm, 45cm;Novoflex;ARM;4030432437002;;;;;;26.61;awaiting;;;;0;
BEG;Copy stands & accessories;377816;Novoflex flexible arm, short;Novoflex;ARM-K;4030432438009;;;;;;24.50;onorder;;;;0;
BEG;Copy stands & accessories;381723;Kaiser Copy Stand RSX with Arm RTX                5512;Kaiser;5512;4001072055123;;;;;;619.00;awaiting;;;;0;
BEG;Copy stands & accessories;425941;Kaiser Repro Stand RS-10 + Camera Arm RTP;Kaiser;5513;4001072055130;;;;;;413.00;available;;;;0;
BEG;Copy stands & accessories;457879;Kaiser Repro RS1+RA1 5510;Kaiser;5510;4001072055109;;;;;;295.00;available;;;;0;
BEG;Copy stands & accessories;457887;Kaiser Repro RS1+RT1 5511;Kaiser;5511;4001072055116;;;;;;342.00;onorder;;;;0;
BEG;Copy stands & accessories;545723;Kaiser Lighting Unit RB 5000 5556;Kaiser;5556;4001072055567;;;;;;413.00;available;;;;0;
BEG;Copy stands & accessories;548947;Kaiser Image Capturing Set R2N 5304;Kaiser;5304;4001072053044;;;;;;466.00;available;;;;0;
BEG;Copy stands & accessories;647885;Kaiser RSD Copy Stand Column 5602;Kaiser;5602;4001072056021;;;;;;1405.00;onorder;;;;0;
BEG;Copy stands & accessories;647899;Kaiser RSD Copy Stand Column motorized                   5603;Kaiser;5603;4001072056038;;;;;;1771.00;onorder;;;;0;
BEG;Copy stands & accessories;811141;Kaiser Camera Stand  reprokid with Lighting Unit   5360;Kaiser;5360;4001072053600;;;;;;123.00;awaiting;;;;0;
BEH;Shooting table;237067;Kaiser  top table 5931;Kaiser;5931;4001072059312;;;;;;232.00;onorder;;;;0;
BEH;Shooting table;453794;Novoflex Magic Studio 60x30 fine matt;Novoflex;MS30;4030432450032;;;;;;29.80;available;;;;0;
BEH;Shooting table;460962;Novoflex Magic Studio 100x50 fine matt;Novoflex;MS50;4030432450018;;;;;;52.10;available;;;;0;
BEH;Shooting table;460990;Novoflex Magic Studio table 50;Novoflex;MS-TABLE 50;4030432450001;;;;;;83.70;onorder;;;;0;
BEH;Shooting table;540701;Kaiser Table-Top Studio  Plus digital SN-HF               5994;Kaiser;5994;4001072059947;;;;;;519.00;onorder;;;;0;
BEH;Shooting table;614796;walimex Shooting Table Basic L;walimex;15763;4250234557634;;;;;;182.41;available;;;;0;
BEH;Shooting table;626395;walimex Shooting Table 'Tavola';walimex;15457;4250234554572;;;;;;48.20;available;;;;0;
BEH;Shooting table;626402;walimex Shooting Table Basic S;walimex;13071;4250234530712;;;;;;48.20;available;;;;0;
BEH;Shooting table;626409;walimex Diffusor Curving Plate 60x140cm;walimex;16315;4250234563154;;;;;;24.39;available;;;;0;
BEH;Shooting table;626416;walimex Shooting TableMacroo with 2 LED Leuchten;walimex;17572;4250234575720;;;;;;182.41;available;;;;0;
BEH;Shooting table;674709;walimex Pro Shooting Table Set Pro Daylight;walimex;16702;4250234567022;;;;;;365.44;available;;;;0;
BEH;Shooting table;689066;walimex Mini Light Cube 50x50x50cm;walimex;13546;4250234535465;;;;;;26.23;awaiting;;;;0;
BEH;Shooting table;689087;walimex pro Mini Shooting Table 30x30cm;walimex;18874;4250234588744;;;;;;21.36;available;;;;0;
BEH;Shooting table;692508;Novoflex Magic Studio 120x80 fine matt;Novoflex;MS80;4030432450131;;;;;;74.40;available;;;;0;
BEH;Shooting table;692522;Novoflex Magic Studio MST 80 120x80 cm Platte translucent;Novoflex;MST80;4030432450148;;;;;;97.60;onorder;;;;0;
BEH;Shooting table;711968;Novoflex MS 50 Set;Novoflex;MS50SET;4019518036285;4030432450216;;;;;543.00;available;;;;0;
BEH;Shooting table;711975;Novoflex MS 80 Set;Novoflex;MS80SET;4019518025111;;;;;;578.00;onorder;;;;0;
BEH;Shooting table;764582;walimex pro Mobile Shooting Table XXL;walimex;17199;4250234571999;;;;;;426.43;available;;;;1;
BEH;Shooting table;859264;Kaiser Studio-out-of-the-Box II 5906;Kaiser;5906;4001072059060;;;;;;96.80;awaiting;;;;0;
BEH;Shooting table;859271;Kaiser Shooting Table  easy-fit 5845;Kaiser;5845;4001072058452;;;;;;72.10;available;;;;0;
BEH;Shooting table;859278;Kaiser Shooting Table easy-fit                   5846;Kaiser;5846;4001072058469;;;;;;153.00;available;;;;0;
BEI;Microscopes;488432;Carson MM-24 Microscope with LED 20-40x;Carson;MM-24;0750668007285;4250138218228;;;;;7.71;available;;;;0;
BEI;Microscopes;488439;Carson MM-200 Microscope w. LED 60-100x;Carson;MM-200;0750668006240;4250138218419;;;;;10.63;available;;;;0;
BEI;Microscopes;499282;Reflecta DigiMicroscope LCD 35x;Reflecta;66130;4005039661303;;;;;;53.78;available;;;;0;
BEI;Microscopes;499331;Reflecta DigiMicroscope USB 200x;Reflecta;66131;4005039661310;;;;;;54.71;available;;;;0;
BEI;Microscopes;535633;Bresser USB-HandMikroskop;Bresser;5281000;4007922151991;;;;;;19.66;available;;;;0;
BEI;Microscopes;551698;Bresser Junior Microscope 20x;Bresser;8852000;4007922152615;;;;;;40.01;available;;;;0;
BEI;Microscopes;565397;Bresser Junior Microscope Set 300x-1200x;Bresser;8851000;4007922152608;;;;;;33.24;available;;;;0;
BEI;Microscopes;649439;Reflecta DigiMicroscope Professional LCD 500x;Reflecta;66134;4005039661341;;;;;;134.47;available;;;;0;
BEI;Microscopes;676690;dnt Digimicro Profi;DNT;52144;4011942521443;;;;;;58.08;available;;;;0;
BEI;Microscopes;677712;dnt DigiMicro Mobile;DNT;52124;4011942521245;;;;;;96.49;available;;;;0;
BEI;Microscopes;677726;dnt DigiMicro 2.0 Scale;DNT;52092;4011942520927;;;;;;39.58;available;;;;0;
BEI;Microscopes;681317;Bresser junior USB Handheld Microcope;Bresser;8854500;4007922201733;;;;;;26.44;available;;;;0;
BEI;Microscopes;710759;dnt DigiMicro Lab5.0;DNT;52143;4011942521436;;;;;;106.86;available;;;;0;
BEI;Microscopes;734909;Bresser LCD Microscope 8,9cm;Bresser;5201000;4007922151953;;;;;;134.28;available;;;;0;
BEI;Microscopes;838040;National Geographic Microscope 300x - 1200x;National Geographic;9118002;4007922003733;;;;;;20.10;available;;;;0;
BEI;Microscopes;838047;National Geographic Microscope digital 20x / 200x;National Geographic;9131000;4007922008127;;;;;;26.22;available;;;;0;
BEI;Microscopes;841043;Reflecta DigiMikroscope Screen;Reflecta;66137;4005039661372;;;;;;118.70;available;;;;0;
BEI;Microscopes;896553;Carson MM-300 Mikroskop mit LED 60-120 fach;Carson;MM-300;4250138218457;;;;;;10.19;available;;;;0;
BEK;Telescopes and accessories;551866;Bresser Junior Refracting Telescope 60/700mm blue/grey;Bresser;8843100;4007922152813;;;;;;62.39;available;;;;0;
BEK;Telescopes and accessories;551887;Bresser junior AstroPlanetarium Deluxe;Bresser;8847100;4007922153360;;;;;;49.79;available;;;;0;
BEK;Telescopes and accessories;734951;National Geographic Telescope compact 114/500;National Geographic;9065000;4007922000374;;;;;;65.96;awaiting;;;;0;
BEK;Telescopes and accessories;734965;Bresser Junior Refractor Telescope 50/600 50x/100x;Bresser;8840002;4007922201771;;;;;;30.88;available;;;;0;
BEK;Telescopes and accessories;838026;National Geographic Telescope compact 76/350;National Geographic;9015000;4007922201641;;;;;;45.49;awaiting;;;;0;
BEK;Telescopes and accessories;838033;National Geographic Telescope Newton 76/700 equatorial;National Geographic;9011000;4007922201368;;;;;;91.52;available;;;;0;
BEL;Night vision devices;535836;Bresser NightVision 3x20 digital;Bresser;1879000;4007922198378;;;;;;90.24;available;;;;0;
BEL;Night vision devices;838054;National Geographic 3x25 Night vision device;National Geographic;9117000;4007922001494;;;;;;61.76;awaiting;;;;0;
BEL;Night vision devices;883246;BUSHNELL Equinox 4,5x40;Bushnell;260140;0029757601407;;;;;;230.12;available;;;;0;
BEL;Night vision devices;890624;Bresser Nightvision 5x50 Neu;Bresser;1877300;4007922008172;;;;;;193.45;available;;;;0;
BEM;Laser range finders;165648;Nikon Laser Range Finder  1200 S;Nikon;BKA060EA;4571137580988;;;;;;309.40;available;;;;0;
BEM;Laser range finders;418047;Nikon Laser Range Finder 1000 A S;Nikon;BKA110YA;0018208087556;;;;;;260.90;available;;;;0;
BEM;Laser range finders;680477;National Geographic  4x21 Rangefinder;National Geographic;9033000;4007922000213;;;;;;112.82;available;;;;0;
BEM;Laser range finders;712712;Nikon Aculon AL11;Nikon;BKA125FA;0018208089048;;;;;;113.79;available;;;;0;
BEM;Laser range finders;823543;Bresser Laser Range Finder and Speedmeter 6x25 - 800m;Bresser;4025820;4007922003528;;;;;;119.12;available;;;;0;
BEM;Laser range finders;831635;Nikon Coolshot 20;Nikon;BKA127SA;0018208089505;4571137588120;;;;;119.62;awaiting;;;;0;
BEM;Laser range finders;867160;Nikon Coolshot;Nikon;BKA115SA;0018208083923;;;;;;173.15;available;;;;0;
BEM;Laser range finders;883218;BUSHNELL The Truth with clearshot 4x20;Bushnell;202442;0029757024428;;;;;;254.16;available;;;;0;
BEM;Laser range finders;883225;BUSHNELL Scout DX 1000 ARC;Bushnell;202355;0029757202352;;;;;;309.11;available;;;;0;
BEM;Laser range finders;883232;BUSHNELL G Force DX 6x21;Bushnell;202460;0029757024602;;;;;;377.80;available;;;;0;
BFB;Camera accessories - SLR / bridge;101670;Olympus CS-40DBL Wickeltuch für PEN / OM-D;Olympus;V601057UW000;4545350041267;;;;;;24.13;available;;;;0;
BFB;Camera accessories - SLR / bridge;106096;Nikon Eyepiece protective glass FM/FE;Nikon;FXA10066;0018208029259;0018208292592;0182080292596;4960759006035;;;9.00;available;;;;0;
BFB;Camera accessories - SLR / bridge;109403;Nikon DK-5 Eyepiece cap;Nikon;FXA10193;0018208023806;0182080238068;4019518016539;4960759007070;;;2.00;available;;;;0;
BFB;Camera accessories - SLR / bridge;109699;Fujifilm MHG-XT10 Handgriff;Fujifilm;16471691;4547410305814;;;;;;74.53;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;112175;Pentax Finder Cap M;Pentax;31011;0027075006546;;;;;;2.58;available;;;;0;
BFB;Camera accessories - SLR / bridge;116221;Nikon BL-1 Cover;Nikon;VAW15901;4960759122469;;;;;;12.00;available;;;;0;
BFB;Camera accessories - SLR / bridge;131348;Pentax O-ME 53 Magnifying Eyecup;Pentax;30150;0027075123113;;;;;;19.50;available;;;;0;
BFB;Camera accessories - SLR / bridge;139671;Pentax focusing srreen LL-80;Pentax;38575;0027075126015;;;;;;32.20;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;148370;Canon anti-fog eyepiece EC;Canon;2879A001;4960999509501;;;;;;29.00;available;;;;0;
BFB;Camera accessories - SLR / bridge;148384;Canon anti-fog eyepiece ED;Canon;2880A001;4960999509518;;;;;;27.60;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;151599;Canon focusing screen Ec-C IV;Canon;1890B001;4960999415949;;;;;;23.70;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;151606;Canon eye cup Eg;Canon;1889B001;4960999415932;;;;;;7.60;available;;;;0;
BFB;Camera accessories - SLR / bridge;151627;Canon dioptric lens EG +3;Canon;2192B001;4960999455808;;;;;;20.90;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;151634;Canon dioptric lens Eg +2;Canon;2194B001;4960999455815;;;;;;20.90;available;;;;0;
BFB;Camera accessories - SLR / bridge;151641;Canon dioptric lens Eg +1;Canon;2195B001;4960999455822;;;;;;20.90;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;151648;Canon dioptric lens EG 0;Canon;2196B001;4960999455839;;;;;;20.90;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;151662;Canon dioptric lens Eg -3;Canon;2198B001;4960999455853;;;;;;20.90;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;151669;Canon dioptric lens EG -4;Canon;2199B001;4960999455860;;;;;;20.90;awaiting;;;;0;
BFB;Camera accessories - SLR / bridge;151676;Canon anti fog eyepiece EG;Canon;2200B001;4960999455877;;;;;;20.90;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;151711;Canon data security card OSK-E 3;Canon;2154B001;4960999453835;;;;;;174.00;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;154559;Pentax Camera Body Cap;Pentax;31007;0027075006515;;;;;;7.20;available;;;;0;
BFB;Camera accessories - SLR / bridge;158333;Nikon DK-18 Eyepiece Adapter;Nikon;FXA10352;0018208047840;4960759024732;;;;;10.00;available;;;;0;
BFB;Camera accessories - SLR / bridge;181475;Nikon DK-22;Nikon;FAF50501;4960759001733;;;;;;2.00;available;;;;0;
BFB;Camera accessories - SLR / bridge;183769;Canon dioptric lens E -3,0;Canon;2846A001;4960999505497;;;;;;7.70;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;183776;Canon dioptric lens E +2,0;Canon;2839A001;4960999505428;;;;;;7.70;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;183783;Canon dioptric lens E +1,5;Canon;2840A001;4960999505435;;;;;;7.70;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;183790;Canon dioptric lens E +1,0;Canon;2841A001;4960999505442;;;;;;7.70;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;183797;Canon dioptric lens E -2,0;Canon;2845A001;4960999505480;;;;;;7.70;available;;;;0;
BFB;Camera accessories - SLR / bridge;183804;Canon dioptric lens ED+2,0;Canon;2865A001;4960999505626;;;;;;18.00;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;183811;Canon dioptric lens ED+1,0;Canon;2867A001;4960999505640;;;;;;18.00;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;183818;Canon dioptric lens ED+0,5;Canon;2868A001;4960999505657;;;;;;18.00;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;183825;Canon dioptric lens ED-2,0;Canon;2861A001;4960999505589;;;;;;18.00;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;183832;Canon dioptric lens ED-3,0;Canon;2862A001;4960999505596;;;;;;18.00;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;191128;Canon focusing screen Ef-A;Canon;2376B001;4960999530215;;;;;;21.10;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;191135;Canon focusing screen Ef-D;Canon;2377B001;4960999530222;;;;;;21.10;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;191142;Canon focusing screen Ef-S;Canon;2379B001;4960999530239;;;;;;21.10;available;;;;0;
BFB;Camera accessories - SLR / bridge;192122;Nikon D 3 Focusing Screen E Grid;Nikon;VAW19701;0018208253722;0182082537220;4960759125514;;;;25.00;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;192136;Nikon WT-4 W-LAN Transmitter;Nikon;VWA100EA;0018208913510;0182089135108;;;;;599.00;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;192157;Nikon DK-23 eye cup;Nikon;VBW10001;0182082536094;4960759125354;;;;;4.00;available;;;;0;
BFB;Camera accessories - SLR / bridge;209223;Olympus DE-P 3 eye cup (+3);Olympus;N2935000;4545350011109;;;;;;17.20;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;209230;Olympus DE-N 3 eye cup (-3);Olympus;N2935100;4545350011116;;;;;;17.20;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;216578;Canon angle finder C;Canon;2882A001;4960999540092;;;;;;160.00;awaiting;;;;0;
BFB;Camera accessories - SLR / bridge;227458;Canon EP-EX15 II Okularverlängerung;Canon;3069B001;4960999613130;;;;;;9.80;available;;;;0;
BFB;Camera accessories - SLR / bridge;227941;Nikon MS-D10;Nikon;VFD10001;4960759125309;;;;;;18.00;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;227955;Nikon MS-D 10 EN;Nikon;1FD10002;4960759125316;;;;;;18.00;awaiting;;;;0;
BFB;Camera accessories - SLR / bridge;229264;Nikon DK-8;Nikon;FXA10216;0018208023950;4960759014948;;;;;2.00;available;;;;0;
BFB;Camera accessories - SLR / bridge;234570;Pentax eye cup FP;Pentax;30184;0027075126084;;;;;;11.80;available;;;;0;
BFB;Camera accessories - SLR / bridge;234598;Pentax focusing screen LI-80;Pentax;38576;0027075126022;;;;;;32.20;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;252385;Sigma VF-11 Viewfinder;Sigma;AV1900;0085126925901;;;;;;112.24;onorder;;;;0;SIG-PPG
BFB;Camera accessories - SLR / bridge;267288;Panasonic DMW-VF1E View Finder;Panasonic;DMW-VF1E;5025232483549;;;;;;154.63;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;267531;Nikon DK-3 eye cup;Nikon;FAF50402;0018208023622;0182080236224;4960759001726;;;;9.00;available;;;;0;
BFB;Camera accessories - SLR / bridge;279741;Canon BGM-E6 Battery Magazine;Canon;3354B001;4960999627694;;;;;;23.60;available;;;;0;
BFB;Camera accessories - SLR / bridge;279776;Canon focusing screen Eg-A;Canon;3355B0011;4960999627717;;;;;;23.70;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;279783;Canon focusing screen Eg-D;Canon;3356B001;4960999627731;;;;;;23.70;available;;;;0;
BFB;Camera accessories - SLR / bridge;279790;Canon focusing screen Eg-S;Canon;3357B001;4960999627748;;;;;;23.70;available;;;;0;
BFB;Camera accessories - SLR / bridge;284372;Canon Camera Body Cap R-F-3 EOS Cameras;Canon;2428A001;4960999581033;;;;;;2.01;available;;;;0;
BFB;Camera accessories - SLR / bridge;307641;Nikon B3 Sucherscheibe;Nikon;FAC14101;0018208026975;0182080269758;;;;;31.00;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;307648;Nikon Focusing Screen E3;Nikon;FAC14201;0018208026982;0182080269826;4960759022844;;;;31.00;available;;;;0;
BFB;Camera accessories - SLR / bridge;320689;Nikon DK-6 eye cup;Nikon;FAF50901;0018208023936;0182080239362;4960759014566;;;;9.00;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;337911;Pentax eye cup FR;Pentax;30200;0027075155725;;;;;;13.40;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;337918;Pentax focusing screen MF-60;Pentax;38578;0027075155732;;;;;;37.40;available;;;;0;
BFB;Camera accessories - SLR / bridge;337932;Pentax focusing screen ML-60;Pentax;38579;0027075155749;;;;;;37.40;available;;;;0;
BFB;Camera accessories - SLR / bridge;337939;Pentax MI-60 Focusing Screen Scale Matte;Pentax;38580;0027075155756;;;;;;37.40;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;337946;Pentax ME-60 Focusing Screen Plain Matte;Pentax;38581;0027075155763;;;;;;37.40;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;342650;Olympus BC-2 Body Cap for MFT;Olympus;N3594200;4545350023492;;;;;;4.56;available;;;;0;
BFB;Camera accessories - SLR / bridge;359135;Nikon DK 20 C +2;Nikon;FAF04401;0182080294330;4960759001610;;;;;9.00;available;;;;0;
BFB;Camera accessories - SLR / bridge;392845;Canon focusing screen Ec-B;Canon;4721A001;4960999519982;;;;;;21.40;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;393829;Canon focusing screen Ec-D;Canon;4723A001;4960999520001;;;;;;21.40;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;397620;Canon focusing screen Ec-A;Canon;4720A001;4960999519975;;;;;;21.40;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;407883;Olympus AS-EP 8 eye cup;Olympus;N3591700;4545350023089;;;;;;7.49;available;;;;0;
BFB;Camera accessories - SLR / bridge;407897;Olympus AS-EPC 1 eye cup;Olympus;N3225400;4545350019495;;;;;;4.07;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;407974;Olympus LR-1 Lens Rear Cap;Olympus;N1445500;0050332144958;4953170163043;;;;;3.05;awaiting;;;;0;
BFB;Camera accessories - SLR / bridge;425278;Nikon BL-4 Cover;Nikon;VAW19801;0018208253739;0182082537398;4960759125521;;;;13.00;available;;;;0;
BFB;Camera accessories - SLR / bridge;429688;Nikon BF-1 B Camera Body Cap;Nikon;FAD00401;0018208043477;4960759026163;;;;;5.00;available;;;;0;
BFB;Camera accessories - SLR / bridge;435869;Olympus EP-9 eye cup VF-2;Olympus;N3863800;4545350030889;;;;;;13.69;available;;;;0;
BFB;Camera accessories - SLR / bridge;456533;Nikon MS-D11 AA Battery Holder f. MB-D11 (Replacement);Nikon;VFD10101;0018208270217;0182082702178;4960759127846;;;;24.00;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;456540;Nikon MS-D11 EN Battery Holder EN-EL15 in MB-D11 (Replacement);Nikon;VFD10102;0018208270224;0182082702246;4960759127853;;;;24.00;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;462292;Canon eye cup  Ef;Canon;8171A001;4960999174280;;;;;;4.50;available;;;;0;
BFB;Camera accessories - SLR / bridge;473421;Nikon DG-2 Magnifying Viewfinder;Nikon;FAF20202;0018208023554;0182080235548;4960759001689;;;;58.00;awaiting;;;;0;
BFB;Camera accessories - SLR / bridge;474033;Pentax AA Battery Holder D-BH109;Pentax;39100;0027075177239;;;;;;28.50;available;;;;0;
BFB;Camera accessories - SLR / bridge;486318;Sony ALC-B 1 EM Camera Body Cap;Sony;ALCB1EM.SYH;4905524731194;;;;;;3.61;available;;;;0;
BFB;Camera accessories - SLR / bridge;487200;Pentax Dioptric Lens  M -2 dpt;Pentax;30734;0027075005419;;;;;;8.90;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;488521;Pentax FK Hot Shoe Cover;Pentax;31040;0027075047426;;;;;;2.76;available;;;;0;
BFB;Camera accessories - SLR / bridge;502710;Canon dioptric lens E +3,0;Canon;2838A001;4960999505411;;;;;;7.70;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;505487;Canon eye cup EB;Canon;2378A001;4960999509969;;;;;;4.50;available;;;;0;
BFB;Camera accessories - SLR / bridge;520805;Canon GR-E2 Handle;Canon;2369A001;4960999501550;;;;;;35.80;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;524699;Pentax O-GPS 1 GPS Unit;Pentax;39012;0027075189003;;;;;;169.00;available;;;;0;
BFB;Camera accessories - SLR / bridge;526351;Nikon DK-24 eye cup;Nikon;VBW10002;0018208253999;4960759127037;;;;;4.00;available;;;;0;
BFB;Camera accessories - SLR / bridge;558754;Nikon BF-N1000 Gehäusedeckel;Nikon;VVD10101;0018208036103;4960759131768;;;;;4.00;available;;;;0;
BFB;Camera accessories - SLR / bridge;558761;Nikon BS-N1000 black Multi Accessory Port Cover;Nikon;VVD10201;0018208036110;4960759131775;;;;;4.00;available;;;;0;
BFB;Camera accessories - SLR / bridge;558768;Nikon BS-N1000 white Multi Accessory Port Cover;Nikon;VVD10301;0018208036127;4960759131782;;;;;4.00;available;;;;0;
BFB;Camera accessories - SLR / bridge;558803;Nikon AS-N1000 Port Cover;Nikon;VVW00401;0018208036752;4960759131621;;;;;15.00;available;;;;0;
BFB;Camera accessories - SLR / bridge;558985;Nikon BS-N2002 Cover;Nikon;VVD10401;0018208036165;4960759129130;;;;;4.00;available;;;;0;
BFB;Camera accessories - SLR / bridge;559013;Nikon GP-N100 GPS black;Nikon;VWD004BW;0018208036141;4960759129161;;;;;106.00;available;;;;0;
BFB;Camera accessories - SLR / bridge;559027;Nikon GP-N100 GPS white;Nikon;VWD004CW;0018208036806;4960759131751;;;;;106.00;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;559431;Nikon DK-17 A Anti-Fog Eyepiece;Nikon;FAF51401;0182080475500;4960759024350;;;;;20.00;awaiting;;;;0;
BFB;Camera accessories - SLR / bridge;559454;Nikon GR-N1000 Battery Grip black;Nikon;VVW00201;0018208036769;4960759131584;;;;;54.00;available;;;;0;
BFB;Camera accessories - SLR / bridge;559461;Nikon GR-N1000 Battery Grip white;Nikon;VVW00202;0018208036776;4960759131591;;;;;54.00;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;560007;Nikon GR-N2000 Handle black;Nikon;VVW00301;0018208036783;4960759131614;;;;;43.00;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;560021;Nikon GR-N2000 Handgriff weiß;Nikon;VVW00302;0018208036790;4960759131607;;;;;43.00;available;;;;0;
BFB;Camera accessories - SLR / bridge;568272;Nikon WA-E 1 Extended Range Antenna;Nikon;VAK13901;;;;;;;112.00;onorder;;;;0;
BFB;Camera accessories - SLR / bridge;573097;Olympus SEMA-1 Microphone Adapter-Set;Olympus;N3851900;4545350029814;;;;;;67.31;available;;;;0;
BFB;Camera accessories - SLR / bridge;575330;Panasonic DMW-LVF2E Angle Finder;Panasonic;DMW-LVF2E;5025232651085;;;;;;167.61;available;;;;0;
